cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2021-39793,google,Pixel,Google Pixel Out-of-Bounds Write Vulnerability,11-04-22,Google Pixel contains a possible out-of-bounds write due to a logic error in the code that could lead to local escalation of privilege.,Apply updates per vendor instructions.,02-05-22,16-03-22,7.8,CWE-787,LOCAL,LOW,HIGH,0
CVE-2021-27852,checkbox,Checkbox Survey,Checkbox Survey Deserialization of Untrusted Data Vulnerability,11-04-22,Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code.,Versions 6 and earlier for this product are end-of-life and must be removed from agency networks. Versions 7 and later are not considered vulnerable.,02-05-22,27-05-21,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2021-22600,linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,11-04-22,Linux Kernel contains a flaw in the packet socket (AF_PACKET) implementation which could lead to incorrectly freeing memory. A local user could exploit this for denial-of-service or possibly for privilege escalation.,Apply updates per vendor instructions.,02-05-22,26-01-22,7.8,CWE-415,LOCAL,LOW,HIGH,0
CVE-2020-2509,qnap,QNAP Network-Attached Storage (NAS),QNAP Network-Attached Storage (NAS) Command Injection Vulnerability,11-04-22,QNAP NAS devices contain a command injection vulnerability which could allow attackers to perform remote code execution.,Apply updates per vendor instructions.,02-05-22,17-04-21,9.8,CWE-77,NETWORK,LOW,CRITICAL,1
CVE-2017-11317,telerik,User Interface (UI) for ASP.NET AJAX,Telerik UI for ASP.NET AJAX Unrestricted File Upload Vulnerability,11-04-22,Telerik.Web.UI in Progress Telerik UI for ASP.NET AJAX allows remote attackers to perform arbitrary file uploads or execute arbitrary code.,Apply updates per vendor instructions.,02-05-22,23-08-17,9.8,CWE-326,NETWORK,LOW,CRITICAL,1
CVE-2018-7602,drupal,Core,Drupal Core Remote Code Execution Vulnerability,13-04-22,A remote code execution vulnerability exists within multiple subsystems of Drupal that can allow attackers to exploit multiple attack vectors on a Drupal site.,Apply updates per vendor instructions.,04-05-22,19-07-18,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2018-20753,kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA Remote Code Execution Vulnerability,13-04-22,Kaseya VSA RMM allows unprivileged remote attackers to execute PowerShell payloads on all managed devices.,Apply updates per vendor instructions.,04-05-22,05-02-19,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2019-3929,crestron,Multiple Products,Crestron Multiple Products Command Injection Vulnerability,15-04-22,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",Apply updates per vendor instructions.,06-05-22,30-04-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2019-16057,d-link,DNS-320 Storage Device,D-Link DNS-320 Remote Code Execution Vulnerability,15-04-22,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,06-05-22,16-09-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-7841,schneider electric,U.motion Builder,Schneider Electric U.motion Builder SQL Injection Vulnerability,15-04-22,A SQL Injection vulnerability exists in U.motion Builder software which could cause unwanted code execution when an improper set of characters is entered.,The impacted product is end-of-life and should be disconnected if still in use.,06-05-22,22-05-19,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2016-4523,trihedral,VTScada (formerly VTS),Trihedral VTScada (formerly VTS) Denial-of-Service Vulnerability,15-04-22,The WAP interface in Trihedral VTScada (formerly VTS) allows remote attackers to cause a denial-of-service.,Apply updates per vendor instructions.,06-05-22,09-06-16,7.5,CWE-119,NETWORK,LOW,HIGH,0
CVE-2018-6882,zimbra,Collaboration Suite (ZCS),Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,19-04-22,Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,Apply updates per vendor instructions.,10-05-22,27-03-18,6.1,CWE-79,NETWORK,LOW,MEDIUM,2
CVE-2019-3568,meta platforms,WhatsApp,WhatsApp VOIP Stack Buffer Overflow Vulnerability,19-04-22,A buffer overflow vulnerability in WhatsApp VOIP stack allowed remote code execution via specially crafted series of RTCP packets sent to a target phone number.,Apply updates per vendor instructions.,10-05-22,14-05-19,9.8,CWE-119,NETWORK,LOW,CRITICAL,1
CVE-2022-22718,microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,19-04-22,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,Apply updates per vendor instructions.,10-05-22,09-02-22,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2022-29464,wso2,Multiple Products,WSO2 Multiple Products Unrestrictive Upload of File Vulnerability,25-04-22,"Multiple WSO2 products allow for unrestricted file upload, resulting in remote code execution.",Apply updates per vendor instructions.,16-05-22,18-04-22,9.8,CWE-434,NETWORK,LOW,CRITICAL,1
CVE-2022-26904,microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,25-04-22,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-22,15-04-22,7.0,,LOCAL,HIGH,HIGH,0
CVE-2022-21919,microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,25-04-22,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-22,11-01-22,7.0,CWE-269,LOCAL,HIGH,HIGH,0
CVE-2022-0847,linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,25-04-22,"Linux kernel contains an improper initialization vulnerability where an unprivileged local user could escalate their privileges on the system. This vulnerability has the moniker of ""Dirty Pipe.""",Apply updates per vendor instructions.,16-05-22,10-03-22,7.8,CWE-665,LOCAL,LOW,HIGH,0
CVE-2021-41357,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,25-04-22,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-22,13-10-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-40450,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,25-04-22,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-22,13-10-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2019-1003029,jenkins,Script Security Plugin,Jenkins Script Security Plugin Sandbox Bypass Vulnerability,25-04-22,"Jenkins Script Security Plugin contains a protection mechanism failure, allowing an attacker to bypass the sandbox.",Apply updates per vendor instructions.,16-05-22,08-03-19,9.9,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2021-1789,apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,04-05-22,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,25-05-22,02-04-21,8.8,CWE-843,NETWORK,LOW,HIGH,0
CVE-2019-8506,apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,04-05-22,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,25-05-22,18-12-19,8.8,CWE-843,NETWORK,LOW,HIGH,0
CVE-2014-0160,openssl,OpenSSL,OpenSSL Information Disclosure Vulnerability,04-05-22,"The TLS and DTLS implementations in OpenSSL do not properly handle Heartbeat Extension packets, which allows remote attackers to obtain sensitive information.",Apply updates per vendor instructions.,25-05-22,07-04-14,7.5,CWE-119,NETWORK,LOW,HIGH,0
CVE-2022-1388,f5,BIG-IP,F5 BIG-IP Missing Authentication Vulnerability,10-05-22,"F5 BIG-IP contains a missing authentication in critical function vulnerability which can allow for remote code execution, creation or deletion of files, or disabling services.",Apply updates per vendor instructions.,31-05-22,05-05-22,9.8,CWE-306,NETWORK,LOW,CRITICAL,1
CVE-2022-30525,zyxel,Multiple Firewalls,Zyxel Multiple Firewalls OS Command Injection Vulnerability,16-05-22,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,Apply updates per vendor instructions.,06-06-22,12-05-22,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2022-22947,vmware,Spring Cloud Gateway,VMware Spring Cloud Gateway Code Injection Vulnerability,16-05-22,"Spring Cloud Gateway applications are vulnerable to a code injection attack when the Gateway Actuator endpoint is enabled, exposed and unsecured.",Apply updates per vendor instructions.,06-06-22,03-03-22,10.0,CWE-94,NETWORK,LOW,CRITICAL,1
CVE-2021-1048,android,Kernel,Android Kernel Use-After-Free Vulnerability,23-05-22,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,13-06-22,15-12-21,7.8,CWE-416,LOCAL,LOW,HIGH,0
CVE-2021-0920,android,Kernel,Android Kernel Race Condition Vulnerability,23-05-22,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",Apply updates per vendor instructions.,13-06-22,15-12-21,6.4,"CWE-362,CWE-416",LOCAL,HIGH,MEDIUM,2
CVE-2021-30883,apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,23-05-22,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",Apply updates per vendor instructions.,13-06-22,24-08-21,7.8,CWE-787,LOCAL,LOW,HIGH,0
CVE-2020-1027,microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,23-05-22,An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory. An attacker who successfully exploited the vulnerability could execute code with elevated permissions.,Apply updates per vendor instructions.,13-06-22,15-04-20,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2020-0638,microsoft,Update Notification Manager,Microsoft Update Notification Manager Privilege Escalation Vulnerability,23-05-22,Microsoft Update Notification Manager contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,13-06-22,14-01-20,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2019-7286,apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,23-05-22,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",Apply updates per vendor instructions.,13-06-22,18-12-19,7.8,CWE-787,LOCAL,LOW,HIGH,0
CVE-2019-7287,apple,iOS,Apple iOS Memory Corruption Vulnerability,23-05-22,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,13-06-22,18-12-19,7.8,CWE-787,LOCAL,LOW,HIGH,0
CVE-2019-0676,microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,23-05-22,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,Apply updates per vendor instructions.,13-06-22,05-03-19,6.5,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,2
CVE-2019-5786,google,Chrome,Google Chrome Use-After-Free Vulnerability,23-05-22,Google Chrome contains a heap use-after-free vulnerability which allows an attacker to potentially perform out of bounds memory access.,Apply updates per vendor instructions.,13-06-22,27-06-19,6.5,CWE-416,NETWORK,LOW,MEDIUM,2
CVE-2019-0703,microsoft,Windows,Microsoft Windows SMB Information Disclosure Vulnerability,23-05-22,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",Apply updates per vendor instructions.,13-06-22,09-04-19,6.5,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,2
CVE-2019-0880,microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,23-05-22,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,Apply updates per vendor instructions.,13-06-22,15-07-19,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2019-13720,google,Chrome,Google Chrome Use-After-Free Vulnerability,23-05-22,Use-after-free in WebAudio in Google Chrome allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,13-06-22,25-11-19,8.8,"CWE-787,CWE-416",NETWORK,LOW,HIGH,0
CVE-2019-11707,mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Type Confusion Vulnerability,23-05-22,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.",Apply updates per vendor instructions.,13-06-22,23-07-19,8.8,CWE-843,NETWORK,LOW,HIGH,0
CVE-2019-11708,mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Sandbox Escape Vulnerability,23-05-22,Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.,Apply updates per vendor instructions.,13-06-22,23-07-19,10.0,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2019-18426,meta platforms,WhatsApp,WhatsApp Cross-Site Scripting Vulnerability,23-05-22,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,Apply updates per vendor instructions.,13-06-22,21-01-20,8.2,CWE-79,NETWORK,LOW,HIGH,0
CVE-2019-1385,microsoft,Windows,Microsoft Windows AppX Deployment Extensions Privilege Escalation Vulnerability,23-05-22,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",Apply updates per vendor instructions.,13-06-22,12-11-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
CVE-2019-1130,microsoft,Windows,Microsoft Windows AppX Deployment Service Privilege Escalation Vulnerability,23-05-22,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,Apply updates per vendor instructions.,13-06-22,15-07-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
